�����Ͻ�,���޴ɷ�(MW),�������(MW),�ִ뿹������(MW),���޿����(MW),���޿�����(%),������(MW),�������(%)
20260108000000,99285.3,70412.9,86400.0,28872.4,41.0045,13248.7,18.4627
20260108000500,98980.3,70519.2,86400.0,28461.1,40.3593,12820.0,17.8404
20260108001000,99010.7,70212.0,86400.0,28798.7,41.0168,13116.0,18.3291
20260108001500,99578.4,69947.0,86400.0,29631.4,42.3627,13013.1,18.2542
20260108002000,99565.1,70037.5,86400.0,29527.6,42.1598,13051.7,18.2847
20260108002500,99547.0,69596.6,86400.0,29950.4,43.0342,12977.8,18.2938
20260108003000,99527.6,69352.9,86400.0,30174.8,43.509,13609.3,19.2494
20260108003500,99532.3,69199.2,86400.0,30333.1,43.8345,13311.7,18.8684
20260108004000,99501.8,68574.0,86400.0,30927.8,45.1013,13733.6,19.6405
20260108004500,99512.7,68242.6,86400.0,31270.2,45.8221,13804.9,19.8366
20260108005000,99513.9,68111.2,86400.0,31402.7,46.105,13776.0,19.832
20260108005500,99500.9,68069.8,86400.0,31431.0,46.1746,13266.5,19.1112
20260108010000,99513.0,67874.0,86400.0,31639.0,46.6143,13280.2,19.1854
20260108010500,99544.7,67754.3,86400.0,31790.4,46.9201,13517.5,19.5609
20260108011000,99576.0,67424.6,86400.0,32151.3,47.6848,13967.1,20.3084
20260108011500,99573.8,67013.5,86400.0,32560.2,48.5876,14241.4,20.8312
20260108012000,99558.5,66805.1,86400.0,32753.4,49.0282,14579.5,21.3901
20260108012500,99565.1,66668.8,86400.0,32896.3,49.343,14293.9,21.0118
20260108013000,99574.2,66432.7,86400.0,33141.5,49.8873,14168.0,20.8985
20260108013500,99605.1,66091.8,86400.0,33513.3,50.7073,14724.2,21.8285
20260108014000,99631.7,66124.1,86400.0,33507.6,50.6738,14944.0,22.1424
20260108014500,99643.8,66054.3,86400.0,33589.5,50.8512,15211.4,22.561
20260108015000,99633.1,65989.5,86400.0,33643.6,50.9832,15251.3,22.6441
20260108015500,99615.4,66069.0,86400.0,33546.4,50.7749,15080.4,22.3641
20260108020000,99654.7,65760.4,86400.0,33894.3,51.5422,15192.2,22.6319
20260108020500,99682.3,65669.4,86400.0,34012.9,51.7941,15305.7,22.8331
20260108021000,99710.7,65568.6,86400.0,34142.1,52.0709,15389.0,22.9803
20260108021500,99705.4,65271.1,86400.0,34434.3,52.7558,15311.6,22.8763
20260108022000,99730.3,65331.7,86400.0,34398.5,52.6521,15267.5,22.7327
20260108022500,99732.3,65485.6,86400.0,34246.7,52.2965,15077.9,22.3946
20260108023000,99693.9,65565.0,86400.0,34128.9,52.0535,15042.3,22.3147
20260108023500,99703.2,64928.6,86400.0,34774.6,53.5581,15399.6,22.976
20260108024000,99682.1,64967.3,86400.0,34714.8,53.4342,15312.7,22.8332
20260108024500,99684.4,64803.1,86400.0,34881.3,53.8266,15501.8,23.1722
20260108025000,99672.2,64596.0,86400.0,35076.1,54.3008,15693.8,23.5315
20260108025500,99677.9,64448.6,86400.0,35229.3,54.6626,15837.9,23.7992
20260108030000,98575.8,64300.2,86400.0,34275.7,53.3057,15715.6,23.551
20260108030500,98668.7,64345.0,86400.0,34323.7,53.3431,15692.1,23.501
20260108031000,98689.2,64187.2,86400.0,34502.0,53.7522,15858.3,23.8048
20260108031500,98694.8,64459.1,86400.0,34235.7,53.1122,15637.5,23.3804
20260108032000,98689.0,64560.8,86400.0,34128.3,52.8623,15450.6,23.0643
20260108032500,98692.2,64479.3,86400.0,34212.8,53.0601,15608.1,23.3277
20260108033000,98665.9,64452.7,86400.0,34213.2,53.0827,15583.0,23.2999
20260108033500,98691.7,64296.8,86400.0,34395.0,53.4941,15784.9,23.6512
20260108034000,98708.6,64173.4,86400.0,34535.2,53.8155,15902.8,23.875
20260108034500,98716.7,64421.0,86400.0,34295.7,53.2368,15674.5,23.4454
20260108035000,98712.3,64632.1,86400.0,34080.2,52.7296,15379.8,22.9309
20260108035500,98563.7,64493.5,86400.0,34070.1,52.8272,15435.0,23.0627
20260108040000,98568.2,64412.3,86400.0,34155.9,53.0269,15550.6,23.265
20260108040500,98636.5,64545.4,86400.0,34091.1,52.8173,15424.5,23.0285
20260108041000,98654.0,64565.5,86400.0,34088.5,52.7967,15406.5,22.9779
20260108041500,98628.5,64515.5,86400.0,34113.0,52.8756,15377.2,22.8549
20260108042000,98620.9,64991.3,86400.0,33629.6,51.7448,14968.6,22.0913
20260108042500,98638.3,64759.1,86400.0,33879.1,52.3156,15250.7,22.5849
20260108043000,98637.9,64823.0,86400.0,33814.9,52.1649,15285.2,22.6137
20260108043500,98620.0,64878.5,86400.0,33741.5,52.0072,15262.9,22.5646
20260108044000,98629.5,64862.3,86400.0,33767.3,52.0599,15357.5,22.7109
20260108044500,98649.5,65209.6,86400.0,33439.9,51.2806,15107.3,22.2251
20260108045000,98646.4,65519.6,86400.0,33126.7,50.56,14842.5,21.7356
20260108045500,98621.8,65375.0,86400.0,33246.8,50.8555,15135.7,22.213
20260108050000,98644.9,65260.1,86400.0,33384.8,51.1565,15508.5,22.7961
20260108050500,98749.3,65851.4,86400.0,32897.9,49.9579,15048.5,21.9287
20260108051000,98775.9,66025.7,86400.0,32750.2,49.6022,15085.1,21.9244
20260108051500,98741.8,66366.3,86400.0,32375.5,48.7831,15034.1,21.7443
20260108052000,98731.1,66241.4,86400.0,32489.8,49.0476,15336.1,22.2217
20260108052500,98729.2,66215.9,86400.0,32513.4,49.1021,15577.4,22.5827
20260108053000,98754.2,66602.3,86400.0,32151.8,48.2743,15285.0,22.0342
20260108053500,98763.3,67165.8,86400.0,31597.5,47.0441,14937.2,21.3597
20260108054000,98772.1,67411.5,86400.0,31360.6,46.5212,15221.6,21.6894
20260108054500,98767.4,67576.7,86400.0,31190.6,46.1559,15782.5,22.4368
20260108055000,98769.4,67952.0,86400.0,30817.4,45.3517,15602.4,22.0624
20260108055500,98773.9,68409.7,86400.0,30364.2,44.3859,15681.9,22.0338
20260108060000,98745.0,68539.8,86400.0,30205.2,44.0695,16224.0,22.7558
20260108060500,98274.9,69222.5,86400.0,29052.4,41.9696,15726.8,21.8479
20260108061000,99400.5,69894.8,86400.0,29505.7,42.2145,15421.3,21.2258
20260108061500,99349.4,69999.0,86400.0,29350.4,41.9297,15502.9,21.3056
20260108062000,99374.0,70258.1,86400.0,29115.9,41.4414,15270.5,20.913
20260108062500,99372.8,70766.4,86400.0,28606.4,40.4238,15150.8,20.6059
20260108063000,99370.8,71179.1,86400.0,28191.7,39.6066,15159.0,20.5032
20260108063500,99364.9,71707.2,86400.0,27657.7,38.5703,15039.6,20.1984
20260108064000,99347.2,72315.6,86400.0,27031.6,37.38,14735.7,19.6319
20260108064500,99341.8,72838.4,86400.0,26503.4,36.3866,15440.9,20.4287
20260108065000,99334.6,73406.4,86400.0,25928.3,35.3216,15337.0,20.1418
20260108065500,99332.9,73859.9,86400.0,25472.9,34.4881,15350.8,20.0931
20260108070000,99343.3,74460.9,86400.0,24882.3,33.4166,15403.5,20.0038
20260108070500,99277.2,75362.8,86400.0,23914.3,31.7323,15469.6,19.8574
20260108071000,99253.3,76198.8,86400.0,23054.5,30.2558,15043.8,19.1062
20260108071500,99252.8,76733.1,86400.0,22519.7,29.348,15054.6,19.1471
20260108072000,99267.4,76959.9,86400.0,22307.5,28.9859,15652.8,19.8557
20260108072500,99281.5,77677.4,86400.0,21604.2,27.8127,15248.7,19.1692
20260108073000,99301.5,78612.3,86400.0,20689.2,26.3181,15104.7,18.7687
20260108073500,99282.9,79254.6,86400.0,20028.3,25.2708,15066.9,18.5732
20260108074000,99817.7,79927.4,86400.0,19890.4,24.8856,14807.3,18.1598
20260108074500,99833.8,80458.6,86400.0,19375.2,24.081,14965.9,18.2329
20260108075000,99903.5,81006.4,86400.0,18897.2,23.328,14609.9,17.6616
20260108075500,99914.5,81672.0,86400.0,18242.5,22.3364,14994.2,18.0404
20260108080000,99974.4,82364.7,86400.0,17609.7,21.3802,15553.1,18.5503
20260108080500,99275.1,82917.7,86400.0,16357.3,19.7272,14718.2,17.4161
20260108081000,99242.2,83431.2,86400.0,15811.0,18.9509,14684.6,17.2827
20260108081500,99314.9,84403.4,86400.0,14911.5,17.6669,14530.9,16.9057
20260108082000,99457.8,84849.1,86400.0,14608.7,17.2173,14575.1,16.8495
20260108082500,99493.7,84951.6,86400.0,14542.2,17.1182,14832.3,17.1304
20260108083000,99582.0,85714.4,86400.0,13867.6,16.1789,14422.5,16.5094
20260108083500,99650.9,86298.8,86400.0,13352.1,15.4719,13609.4,15.4778
20260108084000,99816.9,86523.2,86400.0,13293.7,15.3643,13577.5,15.3878
20260108084500,99859.3,86524.0,86400.0,13335.3,15.4123,13642.7,15.4722
20260108085000,100043.0,86873.8,86400.0,13169.6,15.1595,13427.1,15.1654
20260108085500,100017.0,86626.3,86400.0,13390.7,15.4581,13340.0,15.1223
20260108090000,100171.0,86525.0,86400.0,13646.5,15.7717,12734.8,14.4419
20260108090500,100140.0,85820.2,86400.0,14320.1,16.6862,13334.7,15.1735
20260108091000,100270.0,85520.0,86400.0,14750.0,17.2475,13566.4,15.4915
20260108091500,100447.0,85157.5,86400.0,15289.6,17.9544,12499.2,14.3279
20260108092000,100626.0,84752.9,85500.0,15873.4,18.729,12525.8,14.4258
20260108092500,100837.0,84390.7,85500.0,16446.0,19.488,12542.2,14.5024
20260108093000,100961.0,84177.2,85500.0,16783.6,19.9385,12275.2,14.237
20260108093500,101175.0,83944.2,85500.0,17231.0,20.5268,12449.0,14.4686
20260108094000,101248.0,83313.4,85500.0,17935.0,21.5272,12287.5,14.3895
20260108094500,101363.0,82687.2,85500.0,18675.7,22.586,12901.9,15.2441
20260108095000,101568.0,82359.7,85500.0,19208.5,23.3227,13531.6,16.0306
20260108095500,101810.0,81969.4,85500.0,19840.9,24.2052,13935.8,16.5786
20260108100000,102002.0,81430.6,85500.0,20571.8,25.263,14647.9,17.5436
20260108100500,102015.0,81113.3,85500.0,20902.2,25.7691,14820.3,17.8024
20260108101000,102141.0,80730.0,85500.0,21411.2,26.522,14525.5,17.5265
20260108101500,102206.0,80552.2,85500.0,21653.4,26.8811,14068.9,17.0252
20260108102000,102301.0,80419.1,85500.0,21882.0,27.21,13875.0,16.8221
20260108102500,102477.0,80164.8,85500.0,22312.4,27.8332,13618.7,16.557
20260108103500,102706.0,79057.6,85500.0,23648.3,29.9128,14126.6,17.4052
20260108104000,102867.0,78756.7,85500.0,24110.2,30.6136,14028.1,17.342
20260108104500,102907.0,78496.0,85500.0,24410.8,31.0981,13649.5,16.9489
20260108105000,102979.0,78009.6,85500.0,24969.6,32.0083,13264.0,16.5819
20260108105500,103060.0,77826.1,85500.0,25233.7,32.4232,12002.8,15.0256
20260108110000,103284.0,77659.4,85500.0,25625.0,32.9966,11981.5,15.023
20260108110500,103248.0,77312.1,85500.0,25935.9,33.547,11878.9,14.9707
20260108111000,103434.0,76830.5,85500.0,26603.6,34.6263,12208.2,15.4598
20260108111500,103517.0,76370.3,85500.0,27147.2,35.5468,12747.2,16.238
20260108112000,103531.0,76009.3,85500.0,27522.1,36.2088,12256.6,15.7101
20260108112500,103544.0,75663.2,85500.0,27880.4,36.848,12476.1,16.065
20260108113000,103620.0,75061.7,85500.0,28558.6,38.0469,12535.9,16.272
20260108113500,103697.0,74743.4,85500.0,28953.4,38.7371,12965.1,16.8857
20260108114000,103849.0,74418.7,85500.0,29430.7,39.5475,13331.7,17.422
20260108114500,103864.0,73961.8,85500.0,29902.6,40.4299,13619.4,17.9208
20260108115000,103814.0,73255.8,85500.0,30558.1,41.7143,14179.0,18.8384
20260108115500,103966.0,72443.7,85500.0,31522.6,43.5133,14856.2,19.8616
20260108120000,103969.0,71321.4,85500.0,32647.9,45.7757,15328.0,20.6969
20260108120500,103822.0,71181.4,85500.0,32640.6,45.8556,14656.1,19.7657
20260108121000,103911.0,70842.2,85500.0,33069.1,46.6799,14851.9,19.9972
20260108121500,103968.0,70560.0,85500.0,33407.7,47.3465,15048.0,20.1304
20260108122000,103964.0,70026.8,85500.0,33936.9,48.4628,15272.2,20.4915
20260108122500,104062.0,70027.6,85500.0,34034.5,48.6016,15435.8,20.7158
20260108123000,104018.0,69810.4,85500.0,34207.3,49.0004,15837.4,21.3194
20260108123500,104037.0,69553.8,85500.0,34483.4,49.578,15944.5,21.5475
20260108124000,104183.0,69664.8,85500.0,34518.1,49.5489,16152.8,21.775
20260108124500,104098.0,69677.8,85500.0,34420.6,49.3996,15855.9,21.3838
20260108125000,104119.0,69872.8,85500.0,34245.8,49.0117,15744.0,21.1814
20260108125500,104102.0,70411.8,85500.0,33690.4,47.8477,15373.9,20.5963
20260108130000,104091.0,70859.6,85500.0,33231.2,46.8972,14892.0,19.8593
20260108130500,103915.0,71685.9,85500.0,32229.1,44.9588,14226.0,18.9084
20260108131000,103889.0,71670.0,85500.0,32219.3,44.9551,14189.9,19.0375
20260108131500,104004.0,71990.5,85500.0,32013.6,44.4692,14290.7,19.138
20260108132000,104001.0,72231.7,85500.0,31769.6,43.9829,14541.8,19.4706
20260108132500,103952.0,72382.0,85500.0,31569.9,43.6157,14339.4,19.2679
20260108133000,104009.0,72804.8,85500.0,31204.0,42.8598,14645.1,19.5589
20260108133500,103975.0,73317.8,85500.0,30656.8,41.8136,14292.4,18.9548
20260108134000,103996.0,73580.2,85500.0,30416.2,41.3375,13996.1,18.4941
20260108134500,103874.0,73983.1,85500.0,29890.6,40.4019,13755.8,18.0915
20260108135000,103875.0,73788.6,85500.0,30086.8,40.7743,14116.7,18.5974
20260108135500,103905.0,73866.2,85500.0,30038.9,40.6667,14176.3,18.6765
20260108140000,103839.0,74374.7,85500.0,29464.5,39.6163,13767.1,18.0038
20260108140500,103783.0,74501.4,85500.0,29281.2,39.3028,13527.0,17.6693
20260108141000,103741.0,74494.8,85500.0,29245.7,39.2587,13718.2,17.9221
20260108141500,103577.0,74756.3,85500.0,28820.6,38.5527,13296.8,17.3178
20260108142000,103660.0,75054.5,85500.0,28605.5,38.113,13064.1,16.9422
20260108142500,103608.0,75188.6,85500.0,28419.9,37.7981,13245.1,17.1565
20260108143000,103534.0,75441.7,85500.0,28092.5,37.2373,13194.1,17.0162
20260108143500,103445.0,75609.9,85500.0,27835.1,36.8141,13363.8,17.2107
20260108144000,103377.0,75642.0,85500.0,27735.2,36.6664,13665.4,17.5933
20260108144500,103276.0,76085.3,85500.0,27190.6,35.737,13964.5,17.8738
20260108145000,103178.0,76280.5,85500.0,26897.2,35.2609,14460.9,18.4738
20260108145500,103034.0,76482.2,85500.0,26551.8,34.7162,14026.2,17.8819
20260108150000,102837.0,76440.5,85500.0,26396.9,34.5326,14050.6,17.922
20260108150500,102780.0,76818.2,85500.0,25962.1,33.7969,13880.8,17.5975
20260108151000,102621.0,77242.3,85500.0,25378.9,32.8563,13838.9,17.455
20260108151500,102514.0,77805.3,85500.0,24708.6,31.7569,14281.1,17.8748
20260108152000,102292.0,78308.0,85500.0,23984.3,30.6282,14168.7,17.6329
20260108152500,102056.0,78760.9,85500.0,23295.0,29.5768,13644.1,16.8989
20260108153000,101318.0,78996.2,85500.0,22322.0,28.257,13248.3,16.3548
20260108153500,101279.0,79515.8,85500.0,21763.2,27.3696,12996.7,15.938
20260108154000,101013.0,79949.6,85500.0,21062.9,26.3452,12592.5,15.3753
20260108154500,100844.0,80539.6,85500.0,20304.7,25.2108,11979.8,14.5092
20260108155000,100765.0,81360.9,85500.0,19404.0,23.8493,11574.6,13.881
20260108155500,100555.0,81569.4,85500.0,18985.4,23.2752,11888.6,14.2303
20260108160000,100447.0,81924.0,85500.0,18523.1,22.6101,11838.5,14.1823
20260108160500,100523.0,81797.9,85500.0,18725.3,22.8921,12615.0,15.1189
20260108161000,100281.0,82198.0,85500.0,18083.1,21.9994,12173.7,14.5226
20260108161500,100204.0,82527.9,85500.0,17676.1,21.4184,11819.9,14.0433
20260108162000,100456.0,83251.3,85500.0,17204.9,20.6663,11204.3,13.2173
20260108162500,100378.0,83578.5,85500.0,16799.2,20.1,10970.4,12.8783
20260108163000,100312.0,83882.6,85500.0,16428.9,19.5856,10884.4,12.7254
20260108163500,100100.0,84055.6,85500.0,16044.1,19.0875,10929.4,12.7605
20260108164000,99900.3,84499.2,85500.0,15401.1,18.2263,10712.3,12.4483
20260108164500,99778.1,84758.2,85500.0,15019.9,17.7209,11382.2,13.1892
20260108165000,99687.1,85266.7,85500.0,14420.4,16.9121,11043.4,12.7142
20260108165500,99581.2,85285.4,85500.0,14295.8,16.7623,10950.1,12.6035
20260108170000,99468.1,85345.5,85500.0,14122.6,16.5476,10668.9,12.277
20260108170500,100746.0,85061.0,85500.0,15685.5,18.4403,11804.8,13.6143
20260108171000,100608.0,85294.6,85500.0,15313.2,17.9533,11511.2,13.2382
20260108171500,100386.0,85184.7,85500.0,15201.2,17.845,11444.0,13.1941
20260108172000,100401.0,85256.4,85500.0,15145.0,17.7641,11452.6,13.1943
20260108172500,100423.0,85411.2,85500.0,15011.3,17.5753,11368.9,13.0837
20260108173000,100492.0,85673.2,85500.0,14818.4,17.2965,11176.3,12.8066
20260108173500,100422.0,85531.5,85500.0,14890.7,17.4096,11310.2,12.984
20260108174000,100446.0,85659.2,85500.0,14786.6,17.2621,11221.9,12.8594
20260108174500,100348.0,85818.0,85500.0,14529.8,16.931,11107.8,12.714
20260108175000,100407.0,85876.0,85500.0,14531.3,16.9213,11119.8,12.708
20260108175500,100358.0,85391.7,85500.0,14966.5,17.5269,11519.9,13.2465
20260108180000,100390.0,84918.1,85500.0,15471.6,18.2195,12372.9,14.3019
20260108180500,100631.0,84767.4,85500.0,15863.1,18.7137,12679.5,14.6759
