기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20260505081000,77328.7,46718.2,59100.0,30610.5,65.5216,9105.12,19.1399
20260505081500,77574.8,46538.7,59100.0,31036.1,66.6889,9364.04,19.7522
20260505082000,77773.0,46206.4,59100.0,31566.6,68.3165,9791.69,20.8049
20260505082500,77996.6,46052.7,59100.0,31943.9,69.3639,9892.27,21.0871
20260505083000,78146.0,45580.6,59100.0,32565.3,71.4456,10090.3,21.7173
20260505083500,78357.4,45828.6,59100.0,32528.8,70.9791,9931.3,21.2749
20260505084000,78518.2,45628.0,59100.0,32890.1,72.0832,9611.8,20.6795
20260505084500,78706.4,45385.1,59100.0,33321.2,73.4189,9330.74,20.18
20260505085000,79003.3,45150.5,59100.0,33852.8,74.9776,9557.44,20.7784
20260505085500,79052.2,44565.2,59100.0,34487.0,77.3856,9483.87,20.8843
20260505090000,79335.7,44350.1,59100.0,34985.6,78.8851,8988.12,19.885
20260505090500,79004.7,43980.4,59100.0,35024.3,79.6361,8425.11,18.7864
20260505091000,79318.7,44023.9,59100.0,35294.9,80.1721,8531.36,18.8375
20260505091500,79393.2,43823.5,59100.0,35569.8,81.1661,8618.5,19.1118
20260505092000,79699.2,43812.5,59100.0,35886.7,81.9098,8822.79,19.5713
20260505092500,79761.9,43343.6,59100.0,36418.2,84.0222,9136.29,20.4741
20260505093000,80007.6,43350.1,59100.0,36657.5,84.5615,8748.91,19.5979
20260505093500,80008.9,43207.1,59100.0,36801.8,85.1753,8920.34,20.0564
20260505094000,80252.5,43085.2,59100.0,37167.3,86.2649,9244.64,20.8389
20260505094500,80294.0,42824.0,59100.0,37470.0,87.4977,9542.18,21.6447
20260505095000,80519.2,42740.3,59100.0,37778.9,88.3916,9773.49,22.1985
20260505095500,80557.3,42438.5,59100.0,38118.7,89.821,10045.3,22.9633
20260505100000,80755.8,42174.4,59100.0,38581.4,91.4808,10420.6,23.942
20260505100500,80460.9,42269.9,59100.0,38191.0,90.3502,9841.75,22.2862
20260505101000,80495.2,42176.5,59100.0,38318.7,90.8531,9641.17,21.714
20260505101500,80484.2,42039.9,59100.0,38444.3,91.447,9716.09,21.9328
20260505102000,80356.6,41819.0,59100.0,38537.6,92.1533,9521.94,21.4317
20260505102500,80390.5,41789.1,59100.0,38601.4,92.372,9490.12,21.3424
20260505103000,80494.1,41578.6,59100.0,38915.5,93.5951,9596.27,21.4149
20260505103500,80533.4,41443.3,59100.0,39090.1,94.322,9759.98,21.8359
20260505104000,80664.8,41484.0,59100.0,39180.8,94.448,9820.19,21.9616
20260505104500,80681.1,41350.6,59100.0,39330.6,95.1149,10030.8,22.4974
20260505105000,80782.9,41475.0,59100.0,39307.9,94.7748,9926.55,22.2071
20260505105500,80772.8,41432.8,59100.0,39340.0,94.949,9889.4,22.1258
20260505110000,80812.6,41058.8,59100.0,39753.8,96.8214,10113.7,22.6916
20260505110500,80425.8,41648.4,59100.0,38777.4,93.1065,9335.48,20.6769
20260505111000,80406.9,41505.5,59100.0,38901.4,93.7259,9487.5,21.0864
20260505111500,80296.4,40965.9,59100.0,39330.5,96.0079,9839.61,22.1342
20260505112000,80262.6,40823.0,59100.0,39439.6,96.6111,10174.2,22.9469
20260505112500,80311.5,40588.7,59100.0,39722.8,97.8665,10482.2,23.7798
20260505113000,80334.4,40393.4,59100.0,39941.0,98.8802,10735.6,24.4707
20260505113500,80366.5,40539.0,59600.0,39827.6,98.2451,10664.3,24.2256
20260505114000,80387.1,40293.8,59600.0,40093.3,99.5024,10646.0,24.1371
20260505114500,80395.9,40014.2,59600.0,40381.7,100.918,10907.0,24.8773
20260505115000,80424.6,39707.3,59600.0,40717.3,102.544,10959.2,24.9995
20260505115500,80414.5,39485.9,59600.0,40928.6,103.654,11202.5,25.4562
20260505120000,80248.8,39189.3,59600.0,41059.5,104.772,11439.3,26.1423
20260505120500,80077.5,39566.4,59600.0,40511.1,102.388,11006.0,24.9402
20260505121000,80023.6,39689.8,59600.0,40333.8,101.623,10785.2,24.3585
20260505121500,79998.2,39767.8,59600.0,40230.4,101.163,10465.3,23.4735
20260505122000,80026.8,39742.6,59600.0,40284.2,101.363,10510.5,23.5861
20260505122500,80038.6,39486.9,59600.0,40551.7,102.697,10853.5,24.4891
20260505123000,80100.0,39476.6,59600.0,40623.5,102.905,10937.0,24.6942
20260505123500,80097.6,39498.9,59600.0,40598.7,102.784,10958.2,24.7412
20260505124000,80142.8,39350.4,59600.0,40792.4,103.665,11141.1,25.2386
20260505124500,80140.0,39366.6,59600.0,40773.3,103.573,11122.8,25.1922
20260505125000,80172.2,39451.5,59600.0,40720.7,103.217,11095.9,25.0871
20260505125500,80186.4,39510.4,59600.0,40675.9,102.95,11124.6,25.1168
20260505130000,80226.6,40040.4,59600.0,40186.2,100.364,10710.4,23.9011
20260505130500,80153.8,40575.2,59600.0,39578.6,97.5439,10169.6,22.4263
20260505131000,80153.3,41085.6,59600.0,39067.7,95.0883,9523.91,20.8952
20260505131500,80187.8,41331.1,59600.0,38856.7,94.0133,9617.44,21.0942
20260505132000,80167.1,41522.5,59600.0,38644.6,93.069,9629.09,21.1822
20260505132500,80164.9,41661.7,59600.0,38503.3,92.4189,9542.59,21.0415
20260505133000,80168.8,41600.3,59600.0,38568.5,92.712,10096.3,22.2981
20260505133500,80165.1,41559.7,59600.0,38605.5,92.8916,10179.5,22.5013
20260505134000,80204.8,41610.1,59600.0,38594.7,92.7534,10124.8,22.3499
20260505134500,80189.1,41863.0,59600.0,38326.1,91.5512,9864.3,21.6578
20260505135000,80250.9,42148.8,59600.0,38102.1,90.3991,9642.73,21.0366
20260505135500,80248.5,42068.9,59600.0,38179.6,90.7549,9687.08,21.1716
20260505140000,80276.7,42280.2,59600.0,37996.5,89.8684,9593.58,21.0657
20260505140500,80277.0,42206.4,59600.0,38070.6,90.2011,9910.74,21.8002
20260505141000,80320.9,42163.2,59600.0,38157.6,90.4997,10082.2,22.2109
20260505141500,80377.7,42370.2,59600.0,38007.5,89.7034,9808.07,21.5118
20260505142000,80367.7,42707.6,59600.0,37660.1,88.1813,9425.51,20.5034
20260505142500,80345.2,42491.4,59600.0,37853.8,89.0859,9434.63,20.5127
20260505143000,80346.7,42746.9,59600.0,37599.8,87.9592,9322.12,20.1659
20260505143500,80333.8,42897.8,59600.0,37436.0,87.2679,9491.02,20.4642
20260505144000,80267.3,42955.2,59600.0,37312.1,86.8627,9334.72,20.1002
20260505144500,80006.2,43368.5,59600.0,36637.7,84.4799,8821.4,18.8298
20260505145000,79933.8,43565.6,59600.0,36368.3,83.4793,8894.48,19.026
20260505145500,79900.2,43762.3,59600.0,36137.8,82.5775,9218.67,19.6504
20260505150000,79789.4,43700.8,59600.0,36088.6,82.5811,9283.77,19.829
20260505150500,80187.1,43611.7,59600.0,36575.4,83.866,9798.12,20.9554
20260505151000,80207.0,43670.1,59600.0,36536.8,83.6654,10137.2,21.6631
20260505151500,80217.6,43809.8,59600.0,36407.7,83.104,10368.1,22.0927
20260505152000,80134.1,44004.9,59600.0,36129.2,82.1028,10521.5,22.3149
20260505152500,80067.7,44646.3,59600.0,35421.4,79.3379,10019.7,20.9693
20260505153000,79996.3,45185.4,59600.0,34810.9,77.0401,10028.1,20.7462
20260505153500,79942.2,45285.8,59600.0,34656.4,76.5283,10032.8,20.7132
20260505154000,79786.6,45554.1,59600.0,34232.6,75.1471,9750.22,20.0176
20260505154500,79714.3,45881.7,59600.0,33832.6,73.7386,9503.35,19.4778
20260505155000,79547.3,45796.1,59600.0,33751.3,73.699,9601.76,19.7156
20260505155500,79488.5,46439.9,59600.0,33048.5,71.1641,9433.72,19.1973
20260505160000,79305.0,46957.3,59600.0,32347.7,68.8875,9314.88,18.8492
20260505160500,80643.4,47215.9,59600.0,33427.6,70.7973,10151.9,20.4369
20260505161000,80392.4,47441.5,59600.0,32950.8,69.4557,10858.1,21.7601
20260505161500,80330.5,48053.2,59600.0,32277.4,67.1702,10573.1,20.9353
20260505162000,80089.9,48510.0,59600.0,31579.9,65.0997,9994.62,19.6133
20260505162500,80020.5,49175.3,59600.0,30845.2,62.7251,9716.88,18.9602
20260505163000,79724.3,49125.7,59600.0,30598.6,62.2863,9688.15,19.0137
20260505163500,79651.4,49414.9,59600.0,30236.5,61.189,9991.46,19.5014
20260505164000,79351.8,49977.1,59600.0,29374.7,58.7764,9598.25,18.53
20260505164500,79273.5,50549.1,59600.0,28724.4,56.8246,9768.65,18.7597
20260505165000,79115.3,51007.4,59600.0,28107.9,55.1055,9156.07,17.4386
20260505165500,78918.1,51566.0,59600.0,27352.1,53.0429,8695.25,16.4655
20260505170000,80542.9,51855.9,59600.0,28687.1,55.3207,11187.2,21.2263
20260505170500,81102.3,51925.6,59600.0,29176.7,56.1893,12144.3,23.0233
20260505171000,80908.3,52250.2,59600.0,28658.1,54.8477,12514.0,23.5786
20260505171500,80786.3,52698.2,59600.0,28088.1,53.2999,12182.6,22.7636
20260505172000,80701.8,53301.5,59600.0,27400.3,51.4063,12231.3,22.5992
20260505172500,80564.7,54087.9,59600.0,26476.7,48.9513,11591.8,21.1092
20260505173000,80290.6,54320.4,59600.0,25970.2,47.8093,11421.6,20.7118
20260505173500,80225.9,54965.2,59600.0,25260.6,45.9574,11252.1,20.1682
20260505174000,79947.4,55151.4,59600.0,24796.0,44.9598,11166.3,19.9489
20260505174500,79871.8,56018.9,59600.0,23852.9,42.58,10578.2,18.6096
20260505175000,79596.1,56177.9,59600.0,23418.3,41.686,10603.9,18.6029
20260505175500,79526.9,56698.7,59600.0,22828.2,40.2623,10782.7,18.7451
20260505180000,79267.7,56808.8,59600.0,22458.9,39.5342,10896.3,18.9071
20260505180500,80981.4,57190.6,59600.0,23790.8,41.5992,10912.7,18.8108
20260505181000,80734.1,57537.0,59600.0,23197.1,40.3168,10439.5,17.8905
20260505181500,80662.0,57649.4,59600.0,23012.6,39.9183,10374.1,17.7451
20260505182000,80477.6,58210.7,59600.0,22266.9,38.2523,9886.24,16.7488
20260505182500,80424.9,58598.4,59600.0,21826.6,37.2477,9544.0,16.0636
20260505183000,80294.8,58649.3,59600.0,21645.5,36.9066,9464.06,15.9111
20260505183500,80250.4,59202.6,59600.0,21047.7,35.552,9235.33,15.3861
20260505184000,80095.8,59189.0,59600.0,20906.8,35.3222,9351.32,15.5844
20260505184500,80053.8,59396.5,59600.0,20657.3,34.7787,9614.95,15.9686
20260505185000,79937.5,59394.6,59600.0,20542.9,34.5871,9772.71,16.23
20260505185500,79924.3,59587.0,59600.0,20337.2,34.1303,9814.0,16.2424
20260505190000,79822.8,59607.0,59600.0,20215.7,33.915,10309.1,17.0582
20260505190500,80910.7,59880.4,59600.0,21030.4,35.1206,10810.8,17.8057
20260505191000,80833.4,60311.0,59600.0,20522.5,34.0278,10469.0,17.1265
20260505191500,80814.6,60498.5,59600.0,20316.1,33.5811,10486.4,17.1028
20260505192000,80786.5,60633.0,59600.0,20153.5,33.2385,11017.3,17.9282
20260505192500,80790.4,60903.1,59600.0,19887.3,32.654,10804.1,17.5042
20260505193000,80761.3,61077.8,59600.0,19683.5,32.227,10746.3,17.3609
20260505193500,80759.5,61099.3,59600.0,19660.3,32.1776,10625.2,17.1591
20260505194000,80751.9,61501.8,59600.0,19250.0,31.3,10290.2,16.5102
20260505194500,80732.3,61644.0,59600.0,19088.3,30.9653,10423.0,16.6852
20260505195000,80736.7,61306.7,59600.0,19430.0,31.6931,11078.3,17.8246
20260505195500,80723.5,61643.0,59600.0,19080.5,30.9532,10800.3,17.2886
20260505200000,80709.4,61520.6,59600.0,19188.8,31.1908,11070.2,17.7566
20260505200500,80879.6,61480.7,59600.0,19398.9,31.5528,11285.3,18.1066
20260505201000,80868.8,61292.7,59600.0,19576.1,31.9386,11467.6,18.4614
20260505201500,80807.3,61267.7,59600.0,19539.5,31.892,11447.4,18.4279
20260505202000,80782.3,61151.8,59600.0,19630.5,32.1013,11667.2,18.8262
20260505202500,80765.9,61293.6,59600.0,19472.3,31.7689,11112.3,17.8909
20260505203000,80707.3,61211.4,59600.0,19495.9,31.85,11053.8,17.8187
20260505203500,80681.4,61001.3,59600.0,19680.1,32.2617,11333.2,18.3307
20260505204000,80629.0,60955.8,59600.0,19673.2,32.2746,11278.9,18.2556
20260505204500,80640.9,60959.8,59600.0,19681.1,32.2853,11459.7,18.5472
20260505205000,80605.1,60855.3,59600.0,19749.8,32.4537,11521.5,18.6786
20260505205500,80608.1,60768.1,59600.0,19840.1,32.6488,11445.6,18.5821
20260505210000,80581.8,60843.8,59600.0,19738.1,32.4406,11521.9,18.6845
20260505210500,80781.6,60644.2,59600.0,20137.4,33.2058,11775.4,19.1577
20260505211000,80723.2,60612.8,59600.0,20110.4,33.1784,11657.7,18.9761
20260505211500,80710.7,60549.9,59600.0,20160.7,33.2961,11548.6,18.8146
20260505212000,80665.7,60188.6,59600.0,20477.1,34.0216,12163.2,19.9375
20260505212500,80634.5,60231.6,59600.0,20403.0,33.8743,11529.5,18.885
20260505213000,80625.3,60456.8,59600.0,20168.5,33.3602,11324.5,18.481
20260505213500,80607.5,60203.1,59600.0,20404.5,33.8928,11761.1,19.2733
20260505214000,80479.4,59918.3,59600.0,20561.1,34.3152,11751.4,19.3411
20260505214500,80464.0,59573.9,59600.0,20890.1,35.0659,11811.4,19.5521
20260505215000,80397.7,59351.3,59600.0,21046.3,35.4606,11523.0,19.147
20260505215500,80386.6,59287.7,59600.0,21098.9,35.5872,11397.4,18.9592
20260505220000,80329.9,59408.6,59600.0,20921.2,35.2158,10983.4,18.2355
20260505220500,80600.1,59786.3,59600.0,20813.8,34.8137,10751.8,17.74
20260505221000,80546.1,59448.1,59600.0,21097.9,35.4896,10707.8,17.7637
20260505221500,80551.4,59113.4,59600.0,21438.0,36.266,11019.5,18.377
20260505222000,80507.5,58771.0,59600.0,21736.6,36.9852,11179.0,18.7559
20260505222500,80404.2,58457.9,59600.0,21946.3,37.542,11517.7,19.4271
20260505223000,80386.3,58338.9,59600.0,22047.4,37.792,11835.8,20.0023
20260505223500,80375.0,58106.7,59600.0,22268.3,38.3232,12063.3,20.4673
20260505224000,80370.1,58073.4,59600.0,22296.7,38.394,11968.9,20.3167
20260505224500,80356.4,57656.1,59600.0,22700.3,39.3719,12239.6,20.9181
20260505225000,80365.9,57516.0,59600.0,22849.8,39.7277,12253.3,20.9943
20260505225500,80366.1,57447.6,59600.0,22918.5,39.8946,12261.0,21.026
20260505230000,80373.8,57714.3,59600.0,22659.5,39.2614,11889.4,20.3023
20260505230500,79695.4,57547.4,59600.0,22148.0,38.4866,11645.7,19.9447
20260505231000,79696.9,57602.0,59600.0,22094.9,38.3578,11586.7,19.8243
20260505231500,79689.0,57323.6,59600.0,22365.4,39.016,11660.9,20.0466
20260505232000,79623.8,56897.1,59600.0,22726.7,39.9435,11911.8,20.6299
20260505232500,79625.1,56638.5,59600.0,22986.6,40.5847,12162.7,21.1595
20260505233000,79605.0,56209.2,59600.0,23395.8,41.6227,12469.6,21.8468
20260505233500,79597.4,55895.1,59600.0,23702.3,42.4051,12763.4,22.4946
20260505234000,79595.7,55710.4,59600.0,23885.3,42.8741,12903.6,22.8167
20260505234500,79598.1,55529.7,59600.0,24068.4,43.3432,12787.4,22.6765
20260505235000,79598.2,55337.3,59600.0,24260.9,43.8419,12981.9,23.1094
20260505235500,79599.3,55274.8,59600.0,24324.5,44.0066,12878.4,22.9504
20260506000000,79600.4,54466.0,65550.0,25134.4,46.147,12656.5,22.8854
20260506000500,78556.1,54301.9,65550.0,24254.2,44.6655,12854.3,23.3134
20260506001000,77923.5,54125.4,65550.0,23798.1,43.9684,12661.0,23.0354
20260506001500,77921.3,53612.7,65550.0,24308.6,45.3412,12537.5,23.0254
20260506002000,77900.4,53340.8,65550.0,24559.6,46.0428,12898.3,23.8072
20260506002500,77901.3,53045.8,65550.0,24855.5,46.8568,12929.0,23.9944
20260506003000,77899.2,53196.7,65550.0,24702.5,46.4363,12177.9,22.5418
20260506003500,77888.7,53107.9,65550.0,24780.9,46.6614,12405.1,23.0001
20260506004000,77915.8,52869.5,65550.0,25046.3,47.3738,12579.5,23.4259
20260506004500,77905.7,52643.2,65550.0,25262.5,47.9881,12729.6,23.8089
20260506005000,77926.6,52082.1,65550.0,25844.5,49.6226,13097.8,24.7551
20260506005500,77938.9,52071.1,65550.0,25867.8,49.6778,12561.5,23.7461
20260506010000,77960.4,52122.5,65550.0,25837.9,49.5714,12017.8,22.6926
20260506010500,78046.1,52107.4,65550.0,25938.7,49.7792,12024.6,22.7117
20260506011000,78054.8,51854.4,65550.0,26200.4,50.5267,11832.7,22.459
20260506011500,78060.4,51764.5,65550.0,26295.9,50.7991,11882.3,22.5914
20260506012000,78067.5,51552.3,65550.0,26515.2,51.4335,11840.1,22.5984
20260506012500,78074.7,51453.1,65550.0,26621.7,51.7397,10988.1,21.0117
20260506013000,78074.7,51407.9,65550.0,26666.8,51.8729,10661.8,20.4048
20260506013500,78054.8,51349.9,65550.0,26705.0,52.006,10602.2,20.3141
20260506014000,78060.5,51103.3,65550.0,26957.2,52.7504,10739.7,20.6718
20260506014500,78047.3,50836.1,65550.0,27211.2,53.5274,10880.0,21.0539
20260506015000,78050.6,50971.5,65550.0,27079.1,53.1259,10739.0,20.7269
20260506015500,78062.8,50888.3,65550.0,27174.5,53.4002,10689.5,20.6643
20260506020000,78068.7,50683.1,65550.0,27385.6,54.0329,10820.7,20.9977
20260506020500,78142.9,51019.8,65550.0,27123.1,53.1619,10374.3,20.0015
20260506021000,78163.8,50760.6,65550.0,27403.3,53.9854,10610.8,20.5619
20260506021500,78154.5,50540.6,65550.0,27614.0,54.6372,10809.2,21.0358
20260506022000,78159.4,50199.1,65550.0,27960.2,55.6986,11096.4,21.7365
20260506022500,78179.0,50360.5,65550.0,27818.5,55.2387,10963.0,21.4075
20260506023000,78166.2,50400.9,65550.0,27765.2,55.0887,10853.7,21.181
20260506023500,78180.8,50469.0,65550.0,27711.8,54.9086,10788.8,21.0262
20260506024000,78178.4,50252.7,65550.0,27925.7,55.5707,11010.9,21.5493
20260506024500,78168.2,50265.5,65550.0,27902.7,55.5105,10740.6,21.0132
20260506025000,78148.8,50262.6,65550.0,27886.1,55.4809,10676.6,20.8943
20260506025500,78145.4,50267.8,65550.0,27877.6,55.4581,10676.6,20.8921
20260506030000,78157.5,50245.4,65550.0,27912.1,55.5515,10239.8,20.0433
20260506030500,77685.0,50246.6,65550.0,27438.4,54.6074,10209.9,19.9844
20260506031000,77704.8,50096.4,65550.0,27608.4,55.1106,10336.9,20.2881
20260506031500,77685.4,50049.9,65550.0,27635.5,55.2158,10297.3,20.2312
20260506032000,77691.7,50059.3,65550.0,27632.4,55.1993,10335.1,20.3008
20260506032500,77690.7,49810.0,65550.0,27880.7,55.9741,10414.8,20.5446
20260506033000,77682.9,49745.8,65550.0,27937.1,56.1597,10491.5,20.7265
20260506033500,77676.8,50184.1,65550.0,27492.7,54.7836,10127.8,19.8442
20260506034000,77657.6,50382.0,65550.0,27275.6,54.1377,9851.95,19.2323
20260506034500,77658.1,49910.3,65550.0,27747.8,55.5953,10263.9,20.2224
20260506035000,77627.5,50243.3,65550.0,27384.2,54.5032,9969.84,19.5239
20260506035500,77623.4,50032.7,65550.0,27590.7,55.1453,10010.8,19.6852
20260506040000,77622.8,49841.8,65550.0,27781.0,55.7383,10227.3,20.1913
20260506040500,77136.0,50210.1,65550.0,26925.9,53.6264,9909.93,19.4234
20260506041000,77152.6,50033.3,65550.0,27119.2,54.2023,10225.2,20.1044
20260506041500,77154.1,49893.0,65550.0,27261.1,54.6391,10471.5,20.646
20260506042000,77157.1,50163.2,65550.0,26993.9,53.8122,10259.9,20.1125
20260506042500,77148.4,50382.3,65550.0,26766.1,53.1261,10060.6,19.6432
20260506043000,77156.1,50442.6,65550.0,26713.5,52.9581,9970.0,19.4429
20260506043500,77218.6,50479.1,65550.0,26739.5,52.9715,10165.3,19.8092
20260506044000,77294.8,50821.8,65550.0,26473.0,52.0898,9994.09,19.3481
20260506044500,77312.2,50674.3,65550.0,26637.9,52.567,10274.6,19.9485
20260506045000,77307.1,50804.8,65550.0,26502.4,52.1651,10288.8,19.9258
20260506045500,77316.8,50872.8,65550.0,26444.0,51.9807,10410.6,20.1365
20260506050000,77326.3,50729.4,65550.0,26596.9,52.429,10541.8,20.4441
20260506050500,76887.4,51174.2,65550.0,25713.2,50.2465,10000.7,19.226
20260506051000,76891.2,51389.4,65550.0,25501.7,49.6245,9900.51,18.955
20260506051500,76899.4,51359.0,65550.0,25540.4,49.7291,10163.0,19.468
20260506052000,76903.3,51283.9,65550.0,25619.4,49.9561,10243.5,19.6459
20260506052500,76904.2,51678.8,65550.0,25225.4,48.8119,10301.3,19.6141
20260506053000,76917.1,51745.1,65550.0,25172.0,48.6462,10347.9,19.6778
20260506053500,76914.4,51875.7,65550.0,25038.6,48.2665,10482.6,19.8845
20260506054000,76927.5,52048.4,65550.0,24879.1,47.7998,10387.5,19.6428
20260506054500,76923.3,51947.5,65550.0,24975.9,48.0791,10454.6,19.8077
20260506055000,76929.4,52401.7,65550.0,24527.7,46.8071,10063.7,18.9044
20260506055500,76922.7,52548.2,65550.0,24374.5,46.3851,9785.02,18.3304
20260506060000,76957.6,53180.3,65550.0,23777.3,44.7107,9336.64,17.2849
20260506060500,77422.7,53439.6,65550.0,23983.0,44.8788,9582.35,17.648
20260506061000,77466.3,53505.2,65550.0,23961.1,44.7828,9655.88,17.7685
20260506061500,77494.7,53778.9,65550.0,23715.7,44.0986,9500.71,17.3959
20260506062000,77582.3,53979.8,65550.0,23602.5,43.7247,9488.03,17.3035
20260506062500,77603.7,54120.7,65550.0,23483.1,43.3903,9313.17,16.9368
20260506063000,77713.8,54168.0,65550.0,23545.8,43.468,9636.42,17.5137
20260506063500,77741.8,53933.3,65550.0,23808.6,44.1445,9650.61,17.6094
20260506064000,77885.7,53925.6,65550.0,23960.1,44.4317,10364.6,18.9199
20260506064500,77927.0,54052.8,65550.0,23874.2,44.1682,10240.3,18.6497
20260506065000,78061.0,54311.7,65550.0,23749.3,43.7278,10478.8,18.9969
20260506065500,78107.5,54242.8,65550.0,23864.7,43.996,10892.9,19.7721
20260506070000,78294.5,54796.1,65550.0,23498.4,42.8833,10686.5,19.2036
20260506070500,78134.7,55348.0,65550.0,22786.7,41.1697,10193.4,18.1378
20260506071000,78359.0,55376.6,65550.0,22982.4,41.5021,10572.4,18.8002
20260506071500,78419.7,55277.6,65550.0,23142.1,41.8652,10666.5,19.001
20260506072000,78699.8,55262.1,65550.0,23437.7,42.4119,11031.1,19.6521
20260506072500,78743.5,55083.9,65550.0,23659.6,42.952,11405.4,20.3877
20260506073000,78877.7,55073.8,65550.0,23803.8,43.2217,11587.1,20.7169
20260506073500,79085.0,55157.3,65550.0,23927.7,43.3808,11683.8,20.8494
20260506074000,79199.3,54743.5,65550.0,24455.8,44.6734,12156.5,21.8651
20260506074500,79380.8,54530.6,65550.0,24850.2,45.5712,12523.5,22.6132
20260506075000,79545.2,54477.9,65550.0,25067.4,46.0139,12708.2,22.9682
20260506075500,79755.6,54669.5,65550.0,25086.0,45.8867,12750.0,22.9594
20260506080000,79907.9,54871.6,65550.0,25036.3,45.627,12556.1,22.529
20260506080500,79753.0,55099.5,65550.0,24653.5,44.7436,12298.7,21.9119
20260506081000,80164.4,55318.1,65550.0,24846.4,44.9154,12448.1,22.0525
20260506081500,79480.1,55383.8,65550.0,24096.3,43.5078,11758.4,20.8023
20260506082000,79651.0,55546.4,65550.0,24104.6,43.3954,11393.7,20.1338
20260506082500,79709.0,55596.6,65550.0,24112.4,43.3703,10954.7,19.3407
20260506083000,79972.1,55844.0,65550.0,24128.2,43.2064,10944.2,19.2415
20260506083500,80019.1,55644.9,65550.0,24374.2,43.8031,10825.2,19.1105
20260506084000,80291.0,55529.9,65550.0,24761.1,44.5905,10629.5,18.786
20260506084500,80350.1,55305.0,65550.0,25045.1,45.2854,11190.0,19.8741
20260506085000,80613.8,55606.5,65550.0,25007.3,44.9719,10653.6,18.82
20260506085500,80644.7,55353.4,65550.0,25291.3,45.6905,10877.4,19.2993
20260506090000,80872.9,55447.0,65550.0,25425.8,45.856,10734.5,18.9706
20260506090500,79399.1,55172.3,65550.0,24226.7,43.911,10042.3,17.7404
20260506091000,79671.0,54721.9,67150.0,24949.2,45.5927,9667.81,17.1092
20260506091500,79715.0,54280.5,67150.0,25434.5,46.8574,9698.18,17.2006
20260506092000,79959.2,54496.6,67150.0,25462.6,46.7232,9225.78,16.2908
20260506092500,80099.9,54312.1,67150.0,25787.8,47.4807,8981.92,15.9058
20260506093000,80222.8,54187.5,67150.0,26035.3,48.0466,8622.78,15.3063
20260506093500,80284.7,54026.4,67150.0,26258.3,48.6028,8199.58,14.6024
20260506094000,80860.6,53618.6,67150.0,27242.0,50.807,8387.77,15.0431
20260506094500,80812.4,53331.6,67150.0,27480.9,51.5284,8601.61,15.4925
20260506095000,80985.8,53418.3,67150.0,27567.5,51.6069,8472.15,15.2408
20260506095500,81188.3,53112.9,67150.0,28075.4,52.8597,8770.26,15.8349
20260506100000,81381.5,52937.0,67150.0,28444.4,53.7326,8864.73,16.0493
20260506100500,81083.9,53107.7,67150.0,27976.2,52.6781,8583.92,15.5019
20260506101000,81074.3,52919.4,67150.0,28154.8,53.2032,8415.67,15.2653
20260506101500,81055.4,52717.9,67150.0,28337.5,53.753,8515.58,15.5002
20260506102000,80872.5,52633.4,67150.0,28239.1,53.6524,8210.43,14.9948
20260506102500,81036.0,52483.0,67150.0,28553.0,54.4044,7926.07,14.4847
20260506103000,80979.0,52398.0,67150.0,28581.0,54.546,7855.04,14.4002
20260506103500,81177.3,52178.8,67150.0,28998.5,55.5752,8310.8,15.2629
20260506104000,81218.8,52067.4,67150.0,29151.5,55.988,8317.38,15.4031
20260506104500,81287.0,52047.4,67150.0,29239.6,56.1789,8592.76,15.9228
20260506105000,81312.0,52030.6,67150.0,29281.4,56.2772,8560.09,15.8634
20260506105500,81433.4,51694.9,67150.0,29738.4,57.5268,8730.92,16.2794
20260506110000,81352.0,51402.4,67150.0,29949.7,58.2651,9001.03,16.8667
20260506110500,79137.2,51345.9,67150.0,27791.3,54.1257,8958.73,16.7999
20260506111000,79114.0,51127.3,67150.0,27986.7,54.7393,9074.08,17.1225
20260506111500,79161.2,50922.3,67150.0,28238.9,55.4549,9267.86,17.5436
20260506112000,79225.3,50693.7,67150.0,28531.6,56.2823,9428.38,17.8091
20260506112500,79198.8,50396.5,67150.0,28802.2,57.1513,9565.33,18.1728
20260506113000,79306.1,50121.1,67150.0,29185.0,58.2291,9854.19,18.7951
20260506113500,79269.4,49865.8,67150.0,29403.6,58.9654,9647.54,18.4983
20260506114000,79374.4,49795.2,67150.0,29579.2,59.4017,9445.98,18.0303
20260506114500,79353.6,49437.4,67150.0,29916.2,60.5134,9806.16,18.841
20260506115000,79322.6,49212.6,67150.0,30110.0,61.1836,10020.1,19.3731
20260506115500,79446.4,48832.3,67150.0,30614.1,62.6924,10429.9,20.1344
20260506120000,79356.2,48024.4,67150.0,31331.8,65.2414,11032.1,21.545
20260506120500,79073.6,48217.1,67150.0,30856.5,63.995,10716.7,20.7407
20260506121000,79075.2,47811.9,67150.0,31263.4,65.3883,10832.9,20.8852
20260506121500,78938.4,47539.5,67150.0,31398.9,66.0481,11127.9,21.6209
20260506122000,78883.4,47248.9,67150.0,31634.5,66.9529,10923.8,21.2533
20260506122500,78999.3,47336.1,67150.0,31663.2,66.8901,11008.2,21.34
20260506123000,78818.5,47248.4,67150.0,31570.1,66.8172,10885.4,21.2184
