�����Ͻ�,���޴ɷ�(MW),�������(MW),�ִ뿹������(MW),���޿����(MW),���޿�����(%),������(MW),�������(%)
20250505000000,79091.2,51059.8,57800.0,28031.4,54.8992,8907.93,17.4461
20250505000500,78655.6,50690.8,57800.0,27964.8,55.1675,8917.61,17.5922
20250505001000,78917.7,50671.4,57800.0,28246.3,55.7442,8746.14,17.2605
20250505001500,78494.0,50247.6,57800.0,28246.4,56.2144,9118.29,18.1467
20250505002000,78478.3,50240.3,57800.0,28238.0,56.2058,9222.65,18.3571
20250505002500,78489.7,49907.1,57800.0,28582.6,57.2715,9617.66,19.2711
20250505003000,78473.3,49624.3,57800.0,28849.0,58.1349,9790.42,19.7291
20250505003500,78447.8,49497.9,57800.0,28949.9,58.4871,9824.44,19.8482
20250505004000,78431.0,49425.9,57800.0,29005.1,58.6841,9480.32,19.1809
20250505004500,78421.9,49212.9,57800.0,29209.0,59.3523,9524.96,19.3546
20250505005000,78425.4,49157.7,57800.0,29267.7,59.5385,9497.91,19.3213
20250505005500,78440.0,48820.4,57800.0,29619.7,60.6707,9881.04,20.2396
20250505010000,78439.6,48680.2,57800.0,29759.4,61.1325,10097.4,20.7424
20250505010500,78478.5,48172.9,57800.0,30305.6,62.91,10753.9,22.3235
20250505011000,78469.5,48144.2,57800.0,30325.3,62.9884,11051.4,22.9547
20250505011500,78467.3,47887.6,57800.0,30579.8,63.8574,11409.8,23.8261
20250505012000,78450.5,47880.7,57800.0,30569.8,63.8458,11503.6,24.0255
20250505012500,78465.6,48063.1,57800.0,30402.5,63.2555,11018.4,22.9249
20250505013000,78463.3,47498.4,57800.0,30964.9,65.1914,10761.8,22.6573
20250505013500,78462.2,47497.1,57800.0,30965.1,65.1937,11173.2,23.5239
20250505014000,78456.8,47751.0,57800.0,30705.9,64.3042,10698.5,22.4047
20250505014500,78456.4,47182.6,57800.0,31273.8,66.2826,11546.3,24.4716
20250505015000,78465.5,47354.6,57800.0,31110.9,65.6977,11367.0,24.0041
20250505015500,78463.9,47307.2,57800.0,31156.7,65.8605,11216.3,23.7094
20250505020000,78883.5,47365.2,57800.0,31518.3,66.5432,11152.6,23.546
20250505020500,79296.3,47295.3,57800.0,32000.9,67.6619,11184.3,23.6479
20250505021000,78858.9,47130.2,57800.0,31728.7,67.3215,11481.6,24.3614
20250505021500,78862.5,46869.9,57800.0,31992.6,68.2584,11778.5,25.1303
20250505022000,78854.1,46669.7,57800.0,32184.4,68.962,11953.0,25.6119
20250505022500,78856.2,46956.2,57800.0,31900.1,67.9358,11715.8,24.9505
20250505023000,78860.3,46770.1,57800.0,32090.2,68.6127,11864.8,25.3683
20250505023500,78857.9,46623.4,57800.0,32234.5,69.138,12012.4,25.7648
20250505024000,78856.7,46541.5,57800.0,32315.2,69.4331,12121.2,26.0439
20250505024500,78855.7,46416.0,57800.0,32439.7,69.889,12264.1,26.4222
20250505025000,78860.2,46771.2,57800.0,32089.1,68.6086,11877.4,25.3898
20250505025500,78873.2,46616.8,57800.0,32256.4,69.1948,11606.9,24.6108
20250505030000,78872.9,46351.9,57800.0,32521.0,70.1611,11831.5,25.2312
20250505030500,78901.3,46605.1,57800.0,32296.2,69.2975,11609.2,24.6247
20250505031000,78881.9,46475.1,57800.0,32406.8,69.7295,11733.8,24.9575
20250505031500,78885.9,46577.2,57800.0,32308.7,69.3659,11577.5,24.5717
20250505032000,78882.0,46331.6,57800.0,32550.4,70.2553,11571.2,24.5123
20250505032500,78879.8,46162.7,57800.0,32717.1,70.8734,11721.1,24.9167
20250505033000,78876.4,46344.4,57800.0,32532.0,70.1962,11555.4,24.4712
20250505033500,78876.6,46295.0,57800.0,32581.5,70.378,11581.6,24.5524
20250505034000,78885.4,46220.3,57800.0,32665.1,70.6727,11649.5,24.7346
20250505034500,78879.3,45912.6,57800.0,32966.7,71.8031,11960.2,25.5605
20250505035000,78873.3,46148.3,57800.0,32724.9,70.9125,11895.1,25.2969
20250505035500,78876.1,46320.7,57800.0,32555.4,70.2827,11738.2,24.8707
20250505040000,78878.4,46226.2,57800.0,32652.2,70.6357,11828.2,25.112
20250505040500,78904.6,46200.2,57800.0,32704.4,70.7884,11891.4,25.26
20250505041000,78901.0,46314.4,57800.0,32586.6,70.3596,11774.7,24.9507
20250505041500,78881.9,46612.6,57800.0,32269.3,69.2286,11487.7,24.1909
20250505042000,78868.4,46645.6,57800.0,32222.8,69.08,11455.3,24.1067
20250505042500,78848.3,46711.8,57800.0,32136.5,68.7974,11349.3,23.8493
20250505043000,78843.4,46219.5,57800.0,32623.8,70.5845,11814.5,25.0861
20250505043500,78841.8,46315.9,57800.0,32525.9,70.2261,11763.1,24.926
20250505044000,78840.2,46562.2,57800.0,32278.0,69.3222,11575.6,24.4021
20250505044500,78832.8,46639.4,57800.0,32193.4,69.0262,11507.5,24.2192
20250505045000,78831.3,46497.9,57800.0,32333.4,69.5372,11639.7,24.5708
20250505045500,78825.2,46881.4,57800.0,31943.8,68.1376,11299.6,23.6609
20250505050000,78822.4,47107.5,57800.0,31715.0,67.3247,11080.0,23.0937
20250505050500,78866.9,47102.4,57800.0,31764.5,67.4371,11131.7,23.2029
20250505051000,78872.4,47372.9,57800.0,31499.5,66.4926,10907.1,22.6067
20250505051500,78868.4,46888.6,57800.0,31979.7,68.2036,11365.0,23.7942
20250505052000,78874.6,46704.8,57800.0,32169.9,68.8792,11520.5,24.2128
20250505052500,78876.7,46972.8,57800.0,31903.9,67.92,11264.8,23.7098
20250505053000,78866.3,46967.0,57800.0,31899.2,67.9184,11556.8,24.328
20250505053500,78867.9,46904.1,57800.0,31963.8,68.1472,11588.6,24.4274
20250505054000,78856.8,47038.2,57800.0,31818.6,67.6441,11519.6,24.2136
20250505054500,78850.2,47020.1,57800.0,31830.2,67.6948,11508.5,24.2004
20250505055000,78856.9,47408.1,57800.0,31448.8,66.3364,11163.7,23.4467
20250505055500,78871.0,47306.7,57800.0,31564.3,66.7226,11297.4,23.7781
20250505060000,78889.5,47324.4,57800.0,31565.2,66.6996,11641.0,24.4927
20250505060500,78840.1,47165.2,57800.0,31674.9,67.1573,11758.6,24.823
20250505061000,78864.7,47469.1,57800.0,31395.6,66.1391,11470.6,24.1644
20250505061500,78896.9,47140.8,57800.0,31756.1,67.3645,11922.8,25.2919
20250505062000,78946.3,47302.8,57800.0,31643.5,66.8957,11962.9,25.29
20250505062500,79005.8,47378.2,57800.0,31627.5,66.7554,11946.0,25.2141
20250505063000,79069.0,47386.1,57800.0,31682.9,66.8612,11976.6,25.2745
20250505063500,79130.3,47158.5,57800.0,31971.9,67.7967,12273.6,26.0262
20250505064000,79182.9,47394.0,57800.0,31788.9,67.0738,12117.0,25.5665
20250505064500,79238.3,47123.7,57800.0,32114.7,68.1497,12215.7,25.9226
20250505065000,79303.6,46920.2,57800.0,32383.3,69.0178,12486.6,26.6124
20250505065500,79361.9,46984.1,57800.0,32377.8,68.9121,12429.5,26.4547
20250505070000,79435.8,46813.6,57800.0,32622.2,69.6854,12624.2,26.967
20250505070500,79419.5,46912.8,57800.0,32506.7,69.2919,12320.9,26.2634
20250505071000,79592.7,47116.2,57800.0,32476.5,68.9286,12300.3,26.1063
20250505071500,79675.1,46948.6,57800.0,32726.5,69.707,12426.8,26.469
20250505072000,79754.7,46843.9,57800.0,32910.8,70.2563,12430.9,26.5369
20250505072500,79844.2,46835.6,57800.0,33008.6,70.4777,12351.9,26.3524
20250505073000,79952.9,46640.9,57800.0,33312.0,71.4222,12387.6,26.4132
20250505073500,80005.1,46352.7,57800.0,33652.4,72.6009,12750.7,27.3553
20250505074000,80103.7,46453.5,57800.0,33650.2,72.4384,12733.5,27.2499
20250505074500,80223.8,46119.6,57800.0,34104.2,73.9472,12667.4,27.0721
20250505075000,80240.2,45763.6,57800.0,34476.7,75.3364,12219.1,26.0849
20250505075500,80275.2,45534.6,57800.0,34740.5,76.2947,11880.5,25.3243
20250505080000,80434.4,45796.0,57800.0,34638.4,75.6363,11762.1,24.9263
20250505080500,79373.3,45813.1,57800.0,33560.1,73.2544,11335.8,24.0181
20250505081000,79454.3,45849.3,57800.0,33605.0,73.2945,11390.5,24.1158
20250505081500,79652.5,45463.6,57800.0,34188.9,75.2006,11942.7,25.4932
20250505082000,79678.7,45154.0,57800.0,34524.8,76.4601,12121.3,26.0442
20250505082500,79775.7,45269.4,57800.0,34506.3,76.2243,11376.2,24.3731
20250505083000,79854.5,45351.7,57800.0,34502.7,76.0781,11186.4,23.7489
20250505083500,79970.4,45231.8,57800.0,34738.6,76.8011,10974.2,23.2493
20250505084000,80113.3,45101.9,57800.0,35011.4,77.6274,11235.0,23.8653
20250505084500,80145.7,44804.6,57800.0,35341.1,78.8783,11478.0,24.5392
20250505085000,80074.4,45010.2,57800.0,35064.2,77.9027,11169.6,23.7769
20250505085500,80246.0,45042.2,57800.0,35203.8,78.1575,10704.2,22.6411
20250505090000,80213.8,44671.1,57800.0,35542.7,79.5652,10226.0,21.6496
20250505090500,80156.6,44403.9,57800.0,35752.7,80.5172,10049.9,21.3796
20250505091000,80203.1,44660.3,57800.0,35542.8,79.5849,9639.32,20.3224
20250505091500,80320.4,44866.2,57800.0,35454.2,79.0221,9722.49,20.5452
20250505092000,80317.6,44795.0,57800.0,35522.6,79.3003,9903.86,21.0688
20250505092500,80421.0,44613.8,57800.0,35807.1,80.2602,10507.3,22.4389
20250505093000,80478.6,44895.6,57800.0,35583.0,79.2571,10287.6,21.8432
20250505093500,80488.6,45426.0,57800.0,35062.6,77.1862,10035.0,21.07
20250505094000,80541.6,45511.4,57800.0,35030.2,76.9703,10034.3,21.0319
20250505094500,80467.5,45692.1,57800.0,34775.4,76.108,9739.25,20.3356
20250505095000,80481.2,45898.4,57800.0,34582.9,75.3466,9537.49,19.9832
20250505095500,80446.5,46320.5,57800.0,34126.0,73.6738,9073.99,18.9517
20250505100000,80400.4,46453.9,57800.0,33946.5,73.0758,9081.78,19.1233
20250505100500,80232.6,46535.7,57800.0,33696.9,72.4108,9112.37,19.16
20250505101000,80157.7,46569.4,57800.0,33588.2,72.1251,9418.14,19.8972
20250505101500,80126.3,46527.1,57800.0,33599.2,72.2144,9541.07,20.1749
20250505102000,80098.2,46494.8,57800.0,33603.5,72.2737,9565.2,20.2407
20250505102500,80072.9,46843.6,57800.0,33229.2,70.9365,9241.67,19.4114
20250505103000,80043.4,46821.7,57800.0,33221.7,70.9537,9554.46,20.2199
20250505103500,80015.9,47369.5,57800.0,32646.4,68.9186,9333.63,19.5274
20250505104000,80027.0,47522.7,57800.0,32504.3,68.3973,9211.04,19.2089
20250505104500,80068.5,47558.7,57800.0,32509.8,68.3571,9186.59,19.1431
20250505105000,79999.3,47704.7,57800.0,32294.6,67.697,9007.07,18.7136
20250505105500,79885.2,47972.8,57800.0,31912.4,66.5219,8650.49,17.8719
20250505110000,79825.4,47981.8,57800.0,31843.5,66.3658,8560.04,17.6819
20250505110500,79574.4,48593.5,57800.0,30980.9,63.7553,7898.96,16.1123
20250505111000,79558.7,48797.9,57800.0,30760.8,63.0372,7662.86,15.5665
20250505111500,79530.2,49006.8,57800.0,30523.4,62.2839,7420.36,15.0097
20250505112000,79472.6,48966.0,57800.0,30506.6,62.3015,7420.39,15.0222
20250505112500,79389.3,49148.6,57800.0,30240.7,61.5291,7365.55,14.8565
20250505113000,79354.2,49342.8,57800.0,30011.4,60.8223,7182.41,14.4311
20250505113500,79354.7,49655.7,57800.0,29699.0,59.8099,6989.74,13.9557
20250505114000,79302.1,49899.6,57800.0,29402.5,58.9233,6600.18,13.2269
20250505114500,80030.5,50123.7,57800.0,29906.8,59.6659,6946.16,13.858
20250505115000,80468.3,49922.0,57800.0,30546.3,61.1881,7384.91,14.7929
20250505115500,80294.5,49690.6,57800.0,30603.9,61.5889,7853.15,15.8041
20250505120000,80215.0,49862.1,57800.0,30352.9,60.8737,7738.23,15.5193
20250505120500,80118.8,49751.5,57800.0,30367.3,61.0379,8333.39,16.75
20250505121000,80059.0,49756.4,57800.0,30302.6,60.902,7947.09,15.972
20250505121500,79988.8,49924.8,57800.0,30063.9,60.2184,7812.41,15.6484
20250505122000,79983.4,50004.4,57800.0,29979.0,59.9527,7976.26,15.9511
20250505122500,79928.3,49681.8,57800.0,30246.5,60.8805,8458.6,17.0256
20250505123000,79876.2,49771.8,57800.0,30104.4,60.4847,8303.79,16.6837
20250505123500,79831.9,49961.8,57800.0,29870.1,59.7858,8181.57,16.3756
20250505124000,79713.6,49979.0,57800.0,29734.6,59.4941,8074.01,16.1548
20250505124500,79696.2,50021.0,57800.0,29675.2,59.3256,8148.94,16.291
20250505125000,79670.2,49888.3,57800.0,29781.9,59.6971,8444.66,16.9271
20250505125500,79660.3,50024.4,57800.0,29635.9,59.2428,8751.59,17.4946
20250505130000,79671.5,49817.8,57800.0,29853.7,59.9257,9087.47,18.2414
20250505130500,79741.6,50356.2,57800.0,29385.4,58.3551,8804.65,17.4847
20250505131000,79713.0,50374.6,57800.0,29338.4,58.2405,9023.55,17.9129
20250505131500,79672.2,50451.6,57800.0,29220.7,57.9182,9150.08,18.1364
20250505132000,79623.2,50511.1,57800.0,29112.1,57.6351,9090.85,17.9977
20250505132500,79605.5,50711.2,57800.0,28894.4,56.9783,9178.27,18.0991
20250505133000,79591.7,50761.5,57800.0,28830.2,56.7953,9393.21,18.5046
20250505133500,79604.2,50618.6,57800.0,28985.6,57.2627,9619.88,19.0046
20250505134000,79583.3,50980.7,57800.0,28602.6,56.1049,9358.87,18.3577
20250505134500,79580.3,50970.0,57800.0,28610.3,56.1317,9033.43,17.723
20250505135000,79577.4,51337.3,57800.0,28240.1,55.0091,9061.68,17.6513
20250505135500,79563.3,51274.7,57800.0,28288.6,55.1707,9524.31,18.5751
20250505140000,79561.3,51456.1,57800.0,28105.3,54.6199,9466.86,18.3979
20250505140500,79609.8,51367.5,57800.0,28242.2,54.9807,9701.15,18.8858
20250505141000,79593.3,51525.3,57800.0,28068.0,54.4742,9936.92,19.2855
20250505141500,79573.2,51538.0,57800.0,28035.2,54.3972,9834.38,19.0818
20250505142000,79562.1,51670.2,57800.0,27891.9,53.9807,9778.89,18.9256
20250505142500,79549.1,51832.7,57800.0,27716.4,53.4727,10471.5,20.2026
20250505143000,79507.2,51688.4,57800.0,27818.8,53.8202,10283.4,19.895
20250505143500,79477.0,51769.1,57800.0,27707.9,53.5222,10648.6,20.5694
20250505144000,79418.2,51900.6,57800.0,27517.6,53.0198,10426.5,20.0893
20250505144500,79413.9,51699.7,57800.0,27714.2,53.6061,10771.6,20.8349
20250505145000,79374.5,51956.7,57800.0,27417.8,52.7705,10640.8,20.4801
20250505145500,79379.5,52132.3,57800.0,27247.2,52.2654,10615.2,20.362
20250505150000,79353.4,52444.5,57800.0,26908.9,51.3092,10072.1,19.2053
20250505150500,80263.4,52303.4,57800.0,27960.0,53.4574,10491.0,20.0579
20250505151000,80205.4,52428.6,57800.0,27776.8,52.9802,10833.8,20.6639
20250505151500,79792.5,52603.8,57800.0,27188.7,51.6857,10269.6,19.5225
20250505152000,79757.4,52788.4,57800.0,26969.1,51.0891,10470.6,19.8351
20250505152500,79739.1,52938.3,57800.0,26800.8,50.6264,10456.7,19.7526
20250505153000,79723.8,53104.5,57800.0,26619.2,50.1261,10371.8,19.5308
20250505153500,79711.6,52801.1,57800.0,26910.4,50.9657,10916.7,20.6751
20250505154000,79703.1,53041.4,57800.0,26661.7,50.2658,11072.5,20.8751
20250505154500,80074.8,53322.1,57800.0,26752.7,50.1718,11001.2,20.6316
20250505155000,80065.8,53469.5,57800.0,26596.3,49.7411,11309.3,21.1509
20250505155500,80011.5,53306.0,57800.0,26705.6,50.0986,11499.7,21.5731
20250505160000,80028.1,53257.3,57800.0,26770.8,50.2669,11679.7,21.9308
20250505160500,80130.5,53194.7,57800.0,26935.8,50.6363,12192.7,22.9208
20250505161000,80159.1,53457.2,57800.0,26702.0,49.9502,12175.6,22.7765
20250505161500,80201.0,53553.3,57800.0,26647.7,49.7591,12238.6,22.8531
20250505162000,80224.5,53466.5,57800.0,26758.0,50.0463,12457.7,23.3
20250505162500,80205.8,53733.4,57800.0,26472.4,49.2661,12357.2,22.9972
20250505163000,80195.2,53667.4,57800.0,26527.8,49.4301,12423.0,23.1481
20250505163500,80224.8,53828.0,57800.0,26396.8,49.0392,12388.6,23.0152
20250505164000,80193.3,53952.3,57800.0,26241.0,48.6375,12263.9,22.731
20250505164500,80190.3,53859.8,57800.0,26330.5,48.8872,12351.1,22.9319
20250505165000,80228.0,53728.9,57800.0,26499.0,49.3199,12582.7,23.4188
20250505165500,80186.1,54044.5,57800.0,26141.6,48.3706,12281.2,22.7242
20250505170000,80191.3,54208.0,57800.0,25983.3,47.9325,12204.6,22.5144
20250505170500,80396.6,54008.5,57800.0,26388.1,48.8592,12621.1,23.3687
20250505171000,80388.0,54248.6,57800.0,26139.4,48.1846,12475.9,22.9977
20250505171500,80522.9,54443.1,57800.0,26079.8,47.9028,12514.2,22.9858
20250505172000,80666.3,54512.6,57800.0,26153.7,47.9773,12699.5,23.2964
20250505172500,80718.3,54679.6,57800.0,26038.8,47.6207,12707.1,23.2393
20250505173000,80712.1,54805.8,57800.0,25906.3,47.2693,12743.4,23.2519
20250505173500,80690.7,54986.3,57800.0,25704.4,46.7469,12844.1,23.3587
20250505174000,80643.5,55124.5,57800.0,25519.0,46.2934,12774.5,23.1738
20250505174500,80621.1,55372.9,57800.0,25248.2,45.5966,12429.9,22.4477
20250505175000,80755.1,55186.4,57800.0,25568.7,46.3316,12648.1,22.9188
20250505175500,80655.2,55433.4,57800.0,25221.8,45.4994,12356.8,22.2912
20250505180000,80647.4,55668.7,57800.0,24978.8,44.8705,12227.0,21.9639
20250505180500,80728.7,55914.5,57800.0,24814.2,44.3788,12243.9,21.8975
20250505181000,80679.0,56093.5,57800.0,24585.5,43.8296,12060.3,21.5004
20250505181500,80629.9,56256.9,57800.0,24373.0,43.3244,11941.9,21.2274
20250505182000,80590.3,56166.0,57800.0,24424.3,43.486,12062.3,21.4761
20250505182500,80526.9,56590.6,57800.0,23936.3,42.2973,11704.8,20.6833
20250505183000,80458.0,56753.9,57800.0,23704.1,41.7665,11648.3,20.5242
20250505183500,80346.0,56573.7,57800.0,23772.3,42.0201,11846.7,20.9403
20250505184000,80243.1,56602.9,57800.0,23640.2,41.765,11743.0,20.7463
20250505184500,80191.9,56386.7,57800.0,23805.2,42.2177,12069.1,21.4042
20250505185000,80137.5,56559.3,57800.0,23578.2,41.6876,11840.7,20.935
20250505185500,80112.1,56617.4,57800.0,23494.7,41.4973,11747.2,20.7484
20250505190000,80097.1,57055.5,57800.0,23041.6,40.3846,11237.8,19.6963
20250505190500,80187.4,57232.5,57800.0,22955.0,40.1083,11138.0,19.461
20250505191000,80143.6,57163.0,57800.0,22980.6,40.2018,11149.4,19.5046
20250505191500,80133.8,57297.4,57800.0,22836.4,39.8559,11100.2,19.373
20250505192000,80087.7,57202.3,57800.0,22885.5,40.0079,11259.9,19.6844
20250505192500,80067.5,57131.4,57800.0,22936.1,40.1463,11452.2,20.0454
20250505193000,80059.8,57580.1,57800.0,22479.7,39.0408,11027.1,19.1508
20250505193500,80057.4,57600.3,57800.0,22457.1,38.9878,11006.9,19.1091
20250505194000,80066.3,57576.6,57800.0,22489.7,39.0604,11338.8,19.6934
20250505194500,80031.3,57612.9,57800.0,22418.4,38.9121,11429.7,19.8388
20250505195000,80001.8,57340.3,57800.0,22661.5,39.521,11699.4,20.4034
20250505195500,80005.7,57265.4,57800.0,22740.3,39.7104,11520.8,20.1182
20250505200000,80022.3,57415.5,57800.0,22606.8,39.374,11329.4,19.7323
20250505200500,80105.0,57413.2,57800.0,22691.8,39.5237,11283.5,19.6531
20250505201000,80090.6,57243.9,57800.0,22846.6,39.911,11046.4,19.297
20250505201500,80097.2,57421.3,57800.0,22676.0,39.4905,11160.2,19.4356
